INCIDENCECODE,LABEL,INCIDENCEDATE,GTICODE
5537380689787_1,volar,2016-05-16 22:06:58,8.26.1501.10 J
5537380689787_2,traumatizó,2016-05-16 22:06:58,8.26.1501.10 J
5537380689787_3,últimas,2016-05-16 22:06:58,8.26.1501.10 J
5545689512237,término,2016-08-31 13:45:06,8.27.1591.30 H
5546024962470_1,protagonizadas,2016-05-17 13:10:45,8.35.1503.10 O
5548612944413,volara,2016-06-02 18:46:33,8.31.1504.30 I
5554709582354,tribunal,2016-09-13 10:30:57,8.43.1408.10 E
5555821246954,tuvo,2016-06-01 19:53:26,8.28.1462.20 E
5556937175487_1,veces,2016-07-01 17:56:22,8.48.1504.10 O
5560604445585,últimas,2016-06-20 21:07:42,M0050MCX0034
5563698034657_0,une,2016-05-17 13:02:54,8.35.1503.10 O
5563698034657_1,teníamos,2016-05-17 13:02:54,8.35.1503.10 O
556378093627_1,volara,2016-06-14 14:13:30,8.31.1503.30 H
5566589966324_1,regresar,2016-06-08 12:40:09,8.52.1510.10 H
5566589966324_2,órganos,2016-06-08 12:40:09,8.52.1510.10 H
556727846341,últimas,2016-05-23 13:28:22,8.33.1500.30 J
5568488208422_1,ética,2016-09-26 08:58:18,8.36.1500.10 P
5568856395244,permitiera,2016-03-14 12:12:04,8.28.1300.10 L
5572861291670,últimas,2016-05-11 19:00:07,8.32.1536.30 H
5580043174910_1,ética,2016-06-21 16:51:50,M0050MCX0038
5582375844769,últimas,2016-04-12 13:32:56,8.22.1500.30 G
5582503105925,zona,2016-04-12 12:16:02,M0047MCX0003
5582889801701_0,últimas,2016-03-05 13:41:15,8.30.1303.20 F
5582889801701_1,volcar,2016-03-05 13:41:15,8.30.1303.20 F
5582889801701_2,órganos,2016-03-05 13:41:15,8.30.1303.20 F
5590602361859,volvía,2016-05-06 21:55:18,8.34.1509.30 J
5601812634667,órganos,2016-04-28 14:16:38,8.32.1556.30 J
5606792485011_1,órganos,2016-06-20 17:47:59,M0050MCX0034
5607326664020,últimas,2016-06-16 11:05:48,8.43.1541.30 K
5617800111736,zona,2016-04-12 12:17:11,8.24.1403.30 K
5619690215199_0,técnicas,2016-09-02 12:46:44,8.27.1562.30 J
5619690215199_1,restaurar,2016-09-02 12:46:44,8.27.1562.30 J
5623180973745,vivir,2016-10-10 21:31:32,8.25.1500.30 O
5624131854039,órganos,2016-08-12 11:15:03,M0052MCX0018
5641005723511,últimas,2016-07-25 13:45:33,8.32.1542.20 G
5644290939248,volvía,2016-04-26 19:23:54,8.21.1510.10 G
5645178672607,órganos,2016-09-21 22:09:37,8.33.1504.30 E
5646665232667_1,órganos,2016-10-06 10:16:40,8.30.1501.10 G
564833910700_1,órganos,2016-04-29 10:46:06,8.27.1552.30 C
5651215028967_0,revelan,2016-05-12 08:43:28,8.33.1502.30 O
5651215028967_1,tienen,2016-05-12 08:43:28,8.33.1502.30 O
5651342670172,últimas,2016-05-05 11:22:58,8.35.1504.30 K
5652386241023,últimas,2016-10-10 20:28:11,8.28.1508.10 H
5652492892581_0,últimas,2016-09-12 16:45:07,8.32.1556.30 J
5652492892581_1,tratar,2016-09-12 16:45:07,8.32.1556.30 J
5656399448260,volara,2016-08-25 18:31:34,8.28.1504.20 I
5659347704047,órganos,2016-09-28 21:26:26,8.28.1300.10 L
566205012785_1,órganos,2016-08-10 12:58:52,8.89.1607.30 G
566680250108_0,órganos,2016-08-30 14:12:34,8.32.1556.30 J
566680250108_1,órganos,2016-08-30 14:12:34,8.32.1556.30 J
566680250108_2,teníamos,2016-08-30 14:12:34,8.32.1556.30 J
5667850413863,órganos,2016-09-02 12:24:05,8.47.1503.30 D
5668537718703_1,técnicas,2016-07-15 18:19:54,M0050MCX0044
5677684308449_1,tratada,2016-08-25 10:36:17,8.24.1502.30 K
5678037566198_0,órganos,2016-05-17 13:45:35,8.35.1506.30 H
5678037566198_1,últimas,2016-05-17 13:45:35,8.35.1506.30 H
5681425888060_0,tribunal,2016-10-03 17:00:33,8.36.1500.10 P
5681425888060_1,zidane,2016-10-03 17:00:33,8.36.1500.10 P
5684788175879,volara,2016-09-23 20:33:24,8.28.1509.10 K
5684977577766_1,órganos,2016-10-10 13:33:47,8.34.1543.30 K
568657748480,técnicas,2016-07-12 14:21:54,8.29.1501.10 O
5688451528458,supuso,2016-07-07 13:42:51,8.27.1595.30 G
5690893050878_1,seguidas,2016-05-17 22:08:07,8.73.1500.30 I
5692019633467,órganos,2016-08-16 13:05:00,8.47.1503.30 D
5694397271772,zarzalejos,2016-07-04 22:34:25,8.24.1419.30 N
5700080162916,órganos,2016-08-05 10:37:40,8.52.1508.30 D
5707565909571,últimas,2016-07-04 13:14:45,8.29.1508.10 P
5717511265064,tenía,2016-05-11 13:01:02,8.23.1502.30 H
5726370138459_1,órganos,2016-05-16 13:15:26,8.21.1521.10 C
5732721917138_0,órganos,2016-07-05 14:10:58,8.34.1509.30 J
5732721917138_1,órganos,2016-07-05 14:10:58,8.34.1509.30 J
5736095948684,volvía,2016-08-25 11:32:04,M0054MCX0020
5738996698740,volvía,2016-09-23 21:37:53,M0051MCX0039
5742926299001_1,protagonizadas,2016-06-13 22:03:12,8.28.1508.10 H
5743027747322,vuelve,2016-07-07 15:58:59,8.21.1452.20 D
574481229975_0,últimas,2016-06-27 13:58:33,8.43.1573.30 J
574481229975_1,últimas,2016-06-27 13:58:33,8.43.1573.30 J
5746213757254,superado,2016-06-02 21:06:20,8.30.1505.10 E
5749723370556_0,últimas,2016-05-06 17:54:12,8.25.1500.30 N
5749723370556_1,órganos,2016-05-06 17:54:12,8.25.1500.30 N
5751826981267,tocado,2016-04-12 21:13:01,8.31.1407.30 H
5753504172568,volara,2016-05-18 08:09:28,8.21.1510.10 G
575463466494_1,vacía,2016-10-03 21:52:54,8.36.1602.50 J
575463466494_2,ver,2016-10-03 21:52:54,8.36.1602.50 J
575463466494_3,últimas,2016-10-03 21:52:54,8.36.1602.50 J
575499952537_0,utilizándose,2016-05-16 14:15:15,8.23.1503.30 I
575499952537_1,órganos,2016-05-16 14:15:15,8.23.1503.30 I
575499952537_2,ángel,2016-05-16 14:15:15,8.23.1503.30 I
5756414318278_1,volar,2016-05-18 08:42:23,8.21.1510.10 G
576580617359_0,ver,2016-09-16 09:00:29,8.52.1513.10 F
576580617359_1,volar,2016-09-16 09:00:29,8.52.1513.10 F
576580617359_2,tratada,2016-09-16 09:00:29,8.52.1513.10 F
5768059012509,zona,2016-03-18 14:06:47,8.24.1407.30 Q
5775343846523,trasladado,2016-08-17 12:58:37,8.31.1505.30 I
5777150958444,últimas,2016-09-07 11:13:47,8.32.1536.30 H
5784432025671_0,últimas,2016-08-01 09:56:16,8.34.1509.30 J
5784432025671_1,últimas,2016-08-01 09:56:16,8.34.1509.30 J
5786681221137_1,ángel,2016-06-02 21:39:33,8.21.1512.20 F
5788590993857_0,vacía,2016-09-09 20:43:15,8.36.1500.10 P
5788590993857_1,xunta,2016-09-09 20:43:15,8.36.1500.10 P
5788590993857_2,órganos,2016-09-09 20:43:15,8.36.1500.10 P
5795233291278,últimas,2016-07-19 10:45:54,8.35.1504.30 L
5796339154753,victoria,2016-06-13 19:19:03,8.43.1510.30 L
5798597148244,volara,2016-08-31 12:50:42,8.42.1400.10 K
5799142017360,originó,2016-10-07 08:02:21,8.43.1510.30 L
5804076299469_1,reacciones,2016-09-21 21:56:39,8.34.1540.30 K
5804076299469_2,táctico,2016-09-21 21:56:39,8.34.1540.30 K
5808918539269,últimas,2016-07-22 12:17:22,8.34.1515.30 I
581863906934_0,últimas,2016-06-21 16:17:28,8.24.1424.30 B
581863906934_1,últimas,2016-06-21 16:17:28,8.24.1424.30 B
5818825694722_1,últimas,2016-04-29 19:00:55,8.33.1513.30 G
5820653959074,veces,2016-06-04 08:34:00,8.28.1522.10 B
5825797441597_0,terminó,2016-10-07 08:39:22,8.23.1503.30 J
5825797441597_1,tratada,2016-10-07 08:39:22,8.23.1503.30 J
5830470849837,órganos,2016-04-02 07:52:04,8.28.1310.30 U
5830962899508_1,regresar,2016-10-03 09:55:00,8.27.1602.50 D
5842402490655,últimas,2016-09-08 21:06:15,8.28.1451.30 P
5843129803124_1,mejor,2016-06-14 12:52:22,8.35.1506.30 H
5848117989879_0,revelan,2016-05-17 08:28:53,8.21.1522.10 C
5848117989879_1,xunta,2016-05-17 08:28:53,8.21.1522.10 C
5849776716389,órganos,2016-07-13 12:40:40,8.24.1408.30 N
585340361510_1,últimas,2016-05-17 16:32:53,M0047MCX0008
585340361510_2,restaurar,2016-05-17 16:32:53,M0047MCX0008
585340361510_3,últimas,2016-05-17 16:32:53,M0047MCX0008
5855859608048,vivir,2016-09-28 16:15:11,8.28.1300.10 L
5856111471217_1,volar,2016-07-28 11:03:48,8.31.1602.50 L
5859138555354,volvía,2016-08-02 07:55:13,8.22.1500.30 G
5860222650358,órganos,2016-09-14 22:20:37,8.21.1510.10 G
5861742408188_1,últimas,2016-09-29 16:44:42,8.32.1603.50 K
5864039481071,últimas,2016-04-26 19:25:51,8.28.1523.30 A
5878116998676_0,últimas,2016-07-08 21:37:23,8.43.1571.30 J
5878116998676_1,vivir,2016-07-08 21:37:23,8.43.1571.30 J
5879379590735_1,últimas,2016-10-04 18:50:04,8.21.1512.20 F
5883384966481,recaer,2016-06-07 12:06:26,8.49.1503.10 G
5893304308590,volvía,2016-05-11 21:22:55,8.32.1536.30 H
589540484378,volara,2016-05-30 18:37:21,8.30.1503.10 F
589703801753,volar,2016-10-08 13:13:02,8.24.1600.50 M
5899260668645,viernes,2016-09-02 08:59:27,M0055MCX0003
5900625547562,últimas,2016-06-15 17:11:05,8.33.1502.30 O
5902908312982,órganos,2016-06-08 21:00:02,8.27.1593.30 E
5904514650668,revelan,2016-05-20 17:54:28,8.33.1507.30 J
5905996809731,volara,2016-07-08 20:20:59,8.32.1536.30 H
590636021053,triste,2016-02-26 12:24:07,8.28.1300.10 L
5908653618465,órganos,2016-06-15 21:16:37,8.31.1500.30 J
5909542803683_1,últimas,2016-09-09 16:17:18,8.30.1507.10 C
5912563992377,volar,2016-03-19 13:35:04,8.24.1425.30 B
5913460735297_1,últimas,2016-06-27 13:04:41,8.43.1572.30 J
5914081575124_1,ver,2016-07-28 14:02:35,8.34.1454.30 D
5915019352616,restaurar,2016-09-29 13:07:01,8.27.1562.30 J
5920867141146,superado,2016-08-05 09:10:08,8.22.1500.30 G
5921592145456_1,xunta,2016-06-20 13:05:30,M0051MCX0008
5922119145139_1,órganos,2016-09-01 18:08:19,8.38.1502.30 H
5922119145139_2,volar,2016-09-01 18:08:19,8.38.1502.30 H
5922119145139_3,xunta,2016-09-01 18:08:19,8.38.1502.30 H
5922119145139_4,ética,2016-09-01 18:08:19,8.38.1502.30 H
5930408216079_0,ver,2016-06-13 18:58:51,8.32.1506.10 H
5930408216079_1,teníamos,2016-06-13 18:58:51,8.32.1506.10 H
5932303272604,volvía,2016-06-06 22:02:20,M0048MCX0023
5932914183172_1,vivido,2016-06-09 21:25:52,8.35.1504.30 L
5939039484515_0,ver,2016-06-22 08:14:35,M0046MCX0052
5939039484515_1,ver,2016-06-22 08:14:35,M0046MCX0052
594569783162_1,tropieza,2016-06-02 20:17:32,8.30.1502.10 I
5948163073249,técnicas,2016-07-12 21:07:33,8.27.1510.30 F
5950941615666,última,2016-08-07 10:17:00,8.28.1313.30 N
5953066833009_0,vacía,2016-06-01 16:17:47,8.73.1503.30 E
5953066833009_1,único,2016-06-01 16:17:47,8.73.1503.30 E
5960340535460_1,sufrió,2016-07-27 09:54:30,M0052MCX0016
5961538815170_0,últimas,2016-10-05 20:15:56,8.34.1511.30 H
5961538815170_1,últimas,2016-10-05 20:15:56,8.34.1511.30 H
5961538815170_2,zidane,2016-10-05 20:15:56,8.34.1511.30 H
596166342242,órganos,2016-08-10 11:14:37,8.27.1563.30 F
5965023219711,últimas,2016-03-29 14:14:24,8.24.1418.30 J
5965361040595_1,órganos,2016-09-26 09:56:33,8.28.1509.10 K
5965791189083,vivido,2016-06-16 21:29:50,8.43.1542.30 M
5972728387298,últimas,2016-08-30 20:31:28,8.32.1556.30 J
5978298907072,técnicas,2016-09-12 20:58:48,8.52.1502.30 L
5982853800630_0,volar,2016-07-28 11:06:22,8.31.1602.50 L
5982853800630_1,órganos,2016-07-28 11:06:22,8.31.1602.50 L
5986944890999,táctico,2016-06-20 20:15:37,8.43.1572.30 J
5987401282996_1,volar,2016-07-18 11:18:01,8.35.1503.10 P
5987401282996_2,últimas,2016-07-18 11:18:01,8.35.1503.10 P
5987551138868_0,órganos,2016-06-29 10:33:36,8.43.1511.30 J
5987551138868_1,áfrica,2016-06-29 10:33:36,8.43.1511.30 J
5987551138868_2,ángel,2016-06-29 10:33:36,8.43.1511.30 J
598875044464_1,órganos,2016-09-26 21:30:07,8.24.1422.30 G
5991441607710,volara,2016-09-30 21:50:21,8.52.1513.10 F
5997617162849,últimas,2016-09-07 22:24:54,8.27.1501.30 J
6000172962500_1,tratada,2016-08-29 10:40:34,8.33.1502.30 O
6003021156557,volara,2016-04-25 12:41:35,8.27.1596.30 E
6007660623054,última,2016-03-18 11:30:03,8.28.1318.30 M
6007676043720,tuvo,2016-09-28 13:27:16,8.27.1581.30 E
6012509615927,volar,2016-09-27 08:09:58,8.24.1426.30 I
6014158002696_1,últimas,2016-05-12 21:46:50,8.43.1543.30 K
6019233401936,volvía,2016-09-28 13:09:29,8.27.1555.30 E
6020119314067_1,últimas,2016-04-27 14:06:50,8.22.1500.30 G
6020119314067_2,ver,2016-04-27 14:06:50,8.22.1500.30 G
6024002369637,órganos,2016-05-09 20:23:15,M0047MCX0008
6025185028435,últimas,2016-08-23 10:46:26,8.43.1550.30 J
6028043441098_1,últimas,2016-10-03 09:51:53,8.27.1602.50 D
603089463184_1,últimas,2016-09-27 22:03:07,8.24.1408.30 N
603089463184_2,últimas,2016-09-27 22:03:07,8.24.1408.30 N
6032839759229_0,tribunal,2016-08-31 13:46:11,8.36.1500.10 P
6032839759229_1,zidane,2016-08-31 13:46:11,8.36.1500.10 P
6033710454184_1,órganos,2016-05-18 19:05:57,8.32.1501.10 J
6033710454184_2,órganos,2016-05-18 19:05:57,8.32.1501.10 J
6035765495074_1,vacía,2016-09-26 21:12:39,8.27.1553.30 E
6035765495074_2,xunta,2016-09-26 21:12:39,8.27.1553.30 E
6035765495074_3,zarzalejos,2016-09-26 21:12:39,8.27.1553.30 E
6037040586553,volara,2016-06-16 10:21:57,8.43.1541.30 K
6038360695909,sufrir,2016-04-25 18:05:57,8.34.1540.30 K
6038864230190_1,últimas,2016-04-11 13:20:37,8.29.1507.30 K
6044749356013,volvía,2016-08-29 11:29:57,8.33.1502.30 O
6045583446940,volara,2016-07-20 07:28:44,8.28.1310.30 U
6048028822852,órganos,2016-05-18 19:31:58,8.32.1501.10 J
6050500550030,viernes,2016-07-29 08:56:48,8.33.1400.30 J
6052704080255_1,últimas,2016-07-26 19:12:03,8.42.1601.50 K
6052704080255_2,últimas,2016-07-26 19:12:03,8.42.1601.50 K
6052907340035_1,últimas,2016-09-19 11:05:55,8.32.1506.10 H
6060779126048,volara,2016-08-30 20:04:41,8.28.1318.30 M
6063781625800_0,técnicas,2016-05-25 19:18:41,8.32.1556.30 J
6063781625800_1,zarzalejos,2016-05-25 19:18:41,8.32.1556.30 J
6066935163386_1,viven,2016-10-05 13:40:16,8.47.1503.30 D
6070102765563,volara,2016-09-15 18:17:24,8.34.1550.40 F
6072045336872,volara,2016-03-02 08:33:01,8.00.1319.30 L
6072150746252,órganos,2016-09-01 14:10:12,M0051MCX0033
6075069859485,órganos,2016-09-16 10:40:53,M0054MCX0013
6075875100361_1,utilicen,2016-09-15 13:21:55,8.22.1502.30 J
608056604694_0,utilizándose,2016-09-23 22:27:03,8.28.1509.10 K
608056604694_1,volar,2016-09-23 22:27:03,8.28.1509.10 K
608056604694_2,une,2016-09-23 22:27:03,8.28.1509.10 K
6080790144714,últimas,2016-07-21 12:51:50,M0051MCX0023
6104205068665,órganos,2016-09-08 21:44:33,8.27.1510.30 F
6115779473227_1,ver,2016-06-17 12:59:03,8.43.1581.30 G
6116238917793,órganos,2016-07-06 11:20:36,8.47.1503.30 D
6118699297013_1,perdono,2016-06-14 16:22:30,8.28.1451.30 O
612443838248,sumergirse,2016-07-22 08:42:05,8.25.1500.30 N
6129944697164,volar,2016-06-16 16:38:31,8.73.1500.30 I
613048143933,últimas,2016-03-29 14:06:01,8.99.1400.10 J
6130948091499,últimas,2016-07-22 14:20:04,8.43.1620.30 B
6146682386917,traduzco,2016-02-27 08:57:44,8.28.1300.10 L
6153300473335_1,sucedido,2016-05-11 22:09:39,8.30.1502.10 I
6153300473335_2,recordaba,2016-05-11 22:09:39,8.30.1502.10 I
615425576658,últimas,2016-06-06 18:01:25,M0048MCX0013
6157144849946,único,2016-06-04 08:04:21,8.28.1522.10 B
6159053636496,últimas,2016-09-08 22:13:22,8.30.1501.10 G
6160992155493,zarzalejos,2016-05-12 09:56:20,8.21.1520.10 C
6165963539651_1,orquesta,2016-08-24 12:57:40,8.24.1408.30 N
6165963539651_2,marvin,2016-08-24 12:57:40,8.24.1408.30 N
6166904547890,volvía,2016-09-02 08:57:16,8.34.1550.40 F
6167962457177,órganos,2016-06-14 16:46:12,8.25.1500.30 N
6169817257269_0,últimas,2016-06-10 08:07:07,8.26.1505.10 K
6169817257269_1,últimas,2016-06-10 08:07:07,8.26.1505.10 K
6169989020167_1,sufrió,2016-07-27 09:51:23,8.33.1504.30 E
6171727829580_1,últimas,2016-09-30 18:17:11,8.43.1653.50 H
617267646874,órganos,2016-08-05 14:12:12,M0052MCX0022
6177948525353_0,tienen,2016-04-27 21:14:56,8.21.1512.20 F
6177948525353_1,volvía,2016-04-27 21:14:56,8.21.1512.20 F
6178439101296_0,vivir,2016-04-28 13:24:25,8.24.1408.30 N
6178439101296_1,volara,2016-04-28 13:24:25,8.24.1408.30 N
6182367804423,volvía,2016-08-31 21:20:04,8.35.1504.30 M
6191190679479,órganos,2016-06-17 10:09:40,8.21.1523.10 D
6192574297610,órganos,2016-07-27 14:28:26,8.34.1651.50 R
619772564103_1,tuvo,2016-04-27 16:56:32,M0046MCX0025
6198526357774_0,vio,2016-08-04 12:15:17,8.34.1550.40 F
6198526357774_1,táctico,2016-08-04 12:15:17,8.34.1550.40 F
620470409578_0,órganos,2016-05-16 20:40:19,8.21.1520.10 C
620470409578_1,tratada,2016-05-16 20:40:19,8.21.1520.10 C
6206443310175_0,zona,2016-09-29 13:32:51,M0055MCX0008
6206443310175_1,xunta,2016-09-29 13:32:51,M0055MCX0008
6206443310175_2,órganos,2016-09-29 13:32:51,M0055MCX0008
6206443310175_3,termina,2016-09-29 13:32:51,M0055MCX0008
6206443310175_4,vivido,2016-09-29 13:32:51,M0055MCX0008
6207241891773,seguidas,2016-09-28 14:09:00,8.48.1504.10 O
6207556909428,órganos,2016-05-06 13:58:52,8.33.1506.30 H
6210973841385,prolonga,2016-07-12 18:31:31,8.31.1450.30 A
6211397550532,órganos,2016-04-02 08:11:08,8.28.1310.30 U
6213026628813,órganos,2016-08-19 14:13:20,8.25.1500.30 N
6213611241558,últimas,2016-06-14 18:34:05,M0049MCX0015
6214297964941,ver,2016-08-19 12:32:00,M0047MCX0038
621512402884,órganos,2016-05-25 10:07:21,M0047MCX0022
6225253725096_1,nan,2016-09-30 07:56:55,8.28.1311.30 V
6227906845805_0,órganos,2016-06-14 21:51:47,M0049MCX0015
6227906845805_1,vivido,2016-06-14 21:51:47,M0049MCX0015
6228011761032,últimas,2016-09-27 19:17:06,M0053MCX0021
6232790143827,vivido,2016-07-13 13:00:21,8.28.1510.10 K
6235255812849,técnicas,2016-04-29 21:29:53,8.28.1515.10 M
6236253317874,ver,2016-06-18 13:17:55,8.73.1631.50 C
6237039773345,volvía,2016-07-19 08:35:53,8.73.1502.30 F
6239048230869,revelan,2016-09-08 11:06:09,8.28.1461.30 F
6241494612241,vida,2016-05-16 15:56:54,8.28.1509.10 K
624258828712_0,vecino,2016-06-21 16:15:55,8.43.1573.30 J
624258828712_1,órganos,2016-06-21 16:15:55,8.43.1573.30 J
624258828712_2,único,2016-06-21 16:15:55,8.43.1573.30 J
6253077053921_1,últimas,2016-10-04 18:51:17,8.21.1512.20 F
6256062285456,volvía,2016-10-07 20:31:43,8.30.1502.10 J
6259406700397_1,álvarez,2016-09-05 14:28:25,TT.52.71.SENSOR.00 A
6259406700397_2,órganos,2016-09-05 14:28:25,TT.52.71.SENSOR.00 A
6267606714765,últimas,2016-09-05 13:09:20,8.33.1504.30 E
627468443169_0,últimas,2016-06-10 14:18:33,8.26.1505.10 K
627468443169_1,vivido,2016-06-10 14:18:33,8.26.1505.10 K
627472812616,seguidas,2016-10-07 16:09:00,8.35.1621.50 J
6279688312443,ángel,2016-08-10 10:35:41,8.28.1510.10 K
6282420102808,últimas,2016-08-30 20:30:02,8.32.1556.30 J
6283153135801,visto,2016-04-27 13:24:04,8.29.1507.30 K
628333036776,triste,2016-02-26 13:14:26,8.28.1300.10 L
6287220470792_0,prolonga,2016-06-03 21:10:25,8.43.1475.30 F
6287220470792_1,últimas,2016-06-03 21:10:25,8.43.1475.30 F
629392794423,sucedido,2016-08-11 14:07:41,M0052MCX0018
6294322280304,volvía,2016-09-07 12:19:23,8.43.1543.30 K
6294770556489_1,órganos,2016-07-25 08:34:10,8.23.1500.30 I
6308869279707,vivir,2016-09-28 20:51:39,8.28.1300.10 L
6308988003783_0,órganos,2016-05-18 21:11:59,8.27.1596.30 E
6308988003783_1,órganos,2016-05-18 21:11:59,8.27.1596.30 E
6314410938684_1,vivido,2016-05-25 13:07:39,8.31.1503.30 H
6324778703969_1,viven,2016-07-26 16:37:28,8.47.1503.30 D
6326669179158,volvía,2016-09-27 10:54:21,M0055MCX0015
6327101780559_1,utilicen,2016-09-27 12:46:48,8.32.1546.30 H
6329271534219,zarzalejos,2016-06-28 08:48:35,8.24.1406.30 K
6333001544713_1,visto,2016-05-09 16:28:29,8.23.1500.30 I
6347783761634,volara,2016-06-27 18:37:19,8.23.1500.30 I
6350865309037,volvía,2016-08-25 14:20:59,8.21.1523.10 D
635121299551,viernes,2016-09-26 16:01:25,8.73.1503.30 E
6355113258347_1,vivir,2016-07-25 21:37:22,8.34.1524.30 K
6355167763793_0,une,2016-06-15 12:02:01,8.25.1500.30 N
6355167763793_1,vivido,2016-06-15 12:02:01,8.25.1500.30 N
6365804205922_1,últimas,2016-05-16 19:27:58,M0047MCX0008
6371700239931_1,xunta,2016-09-29 13:32:33,8.32.1546.30 H
6371700239931_2,órganos,2016-09-29 13:32:33,8.32.1546.30 H
6371700239931_3,termina,2016-09-29 13:32:33,8.32.1546.30 H
6371700239931_4,vivido,2016-09-29 13:32:33,8.32.1546.30 H
6371893393395,unión,2016-05-09 16:51:57,8.35.1506.30 H
6375324355193_1,últimas,2016-06-23 13:06:06,8.52.1507.30 K
63758666719_1,stalinismo,2016-05-19 21:24:11,8.52.1504.10 F
6378540951927,últimas,2016-07-08 20:49:14,8.32.1536.30 H
6387517879424,viernes,2016-06-30 16:48:15,8.28.1300.10 L
6390853020484,rey,2016-07-06 11:34:56,8.47.1503.30 D
6393454392928,órganos,2016-09-05 19:04:19,8.27.1562.30 J
6393715925123,volara,2016-04-28 10:27:56,8.21.1512.20 F
6394156125641_1,vivido,2016-10-04 13:17:16,8.52.1505.30 E
6395214979968_0,volvía,2016-09-15 14:17:58,8.52.1513.10 F
6395214979968_1,ver,2016-09-15 14:17:58,8.52.1513.10 F
6395214979968_2,trasladado,2016-09-15 14:17:58,8.52.1513.10 F
6397728909361,tribunal,2016-08-22 14:15:18,8.52.1505.30 E
641069565650_0,órganos,2016-04-25 13:39:00,8.27.1562.30 J
641069565650_1,últimas,2016-04-25 13:39:00,8.27.1562.30 J
6413184119942,tuvo,2016-04-27 18:09:09,8.43.1541.30 K
6413844296346,volara,2016-09-23 13:40:18,8.29.1501.10 O
6428261230094,tuvo,2016-10-04 21:56:22,8.34.1660.50 K
6430956262351_1,últimas,2016-06-22 13:49:00,8.47.1503.30 D
6431199384149,traduzco,2016-09-27 12:50:32,8.25.1500.30 O
6433992351740_1,últimas,2016-09-22 19:26:54,8.73.1503.30 E
6439770777789_0,volara,2016-09-28 18:00:00,M0056MCX0008
6439770777789_1,últimas,2016-09-28 18:00:00,M0056MCX0008
6442142716081_1,últimas,2016-05-13 14:15:12,8.28.1505.20 J
6443085121840,volvía,2016-05-09 08:21:26,M0047MCX0008
6445569171788,volvía,2016-08-12 13:18:36,8.27.1591.30 H
6453719430431_0,ángel,2016-06-02 20:42:38,8.27.1552.30 C
6453719430431_1,últimas,2016-06-02 20:42:38,8.27.1552.30 C
6455125494602_1,zarzalejos,2016-05-18 14:17:12,8.32.1501.10 J
6456125602231,zarzalejos,2016-07-05 12:11:13,8.31.1505.30 I
6462100486145,zona,2016-04-21 11:17:45,8.28.1300.10 L
646274474094_0,últimas,2016-10-07 21:51:32,M0053MCX0035
646274474094_1,tren,2016-10-07 21:51:32,M0053MCX0035
6463482904909_1,zarzalejos,2016-04-20 14:18:02,8.32.1532.10 D
6465159700199_0,único,2016-06-08 18:21:23,8.27.1592.30 G
6465159700199_1,últimas,2016-06-08 18:21:23,8.27.1592.30 G
6470054088802,zidane,2016-09-13 17:04:19,8.28.1505.20 K
6470306419345,volvía,2016-08-05 10:18:41,8.21.1522.10 C
6471593799340,volvía,2016-09-21 12:09:28,8.34.1540.30 K
6473172111879,variarán,2016-09-21 22:01:06,8.33.1504.30 E
6474424202454,volara,2016-03-21 08:41:36,8.46.1401.30 I
6476597909015_1,ética,2016-06-14 10:46:22,8.30.1505.10 E
6482348262816_1,órganos,2016-04-27 22:06:48,8.21.1512.20 F
6488332232931,volara,2016-10-10 21:07:09,8.28.1508.10 H
6489497194186,vio,2016-02-18 12:59:43,8.28.1300.10 L
6489543335571,órganos,2016-06-15 16:19:59,8.31.1400.30 I
6492391681664,término,2016-07-01 17:56:14,M0050MCX0028
6493799738089,traumatizó,2016-07-14 21:59:03,8.31.1403.30 H
6493945692353,órganos,2016-07-12 14:23:48,8.24.1407.30 Q
6494634172997,volar,2016-08-11 12:43:13,8.26.1605.30 F
6503387591582_1,órganos,2016-10-07 16:55:18,8.32.1546.30 H
6503387591582_2,vacía,2016-10-07 16:55:18,8.32.1546.30 H
6505475456865_1,últimas,2016-07-26 19:24:34,8.47.1503.30 D
6506235325839,volvía,2016-09-16 13:37:37,8.34.1521.30 G
6519570124933,órganos,2016-06-02 20:40:22,M0048MCX0016
6525680396843,vivido,2016-10-07 19:25:58,8.43.1510.30 L
6526658225832_1,órganos,2016-06-30 08:44:13,8.35.1505.30 J
6529512151853,volvía,2016-07-21 09:57:15,M0051MCX0023
6530165877762,volara,2016-06-09 13:28:19,8.26.1504.10 M
6531293602123,volvía,2016-08-03 10:11:49,8.26.1505.10 L
6533066787869_0,revelan,2016-05-16 20:53:35,8.27.1564.30 F
6533066787869_1,últimas,2016-05-16 20:53:35,8.27.1564.30 F
6533066787869_2,vivieron,2016-05-16 20:53:35,8.27.1564.30 F
6535566178417,telecom,2016-09-08 10:13:41,8.34.1501.30 I
6540499275237_1,últimas,2016-09-12 17:33:30,8.52.1459.30 D
6541625103260,viernes,2016-04-12 21:04:59,8.31.1406.30 H
6545183534527_0,órganos,2016-06-30 21:19:45,8.48.1504.10 O
6545183534527_1,veces,2016-06-30 21:19:45,8.48.1504.10 O
6563345705094,zona,2016-06-15 14:26:33,8.35.1401.20 B
6568004044432,órganos,2016-08-24 12:54:36,8.29.1510.30 B
6568732824115,volvía,2016-09-05 12:59:24,8.34.1528.30 J
6569677908966,últimas,2016-09-19 16:30:29,8.43.1512.30 G
